artist,song,label,position,start_date,end_date
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,26,18.01.2019,24.01.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,27,18.01.2019,24.01.2019
Marshmello & Bastille,Happier,Universal,28,18.01.2019,24.01.2019
Kontra K,Farben,BMG,29,18.01.2019,24.01.2019
Nash & Azet,"Crack, Koks, Piece Unternehmen",KMN Gang,30,18.01.2019,24.01.2019
Samra,Cataleya,SME - Bushido,31,18.01.2019,24.01.2019
Ariana Grande,"Thank U, Next",Universal,32,18.01.2019,24.01.2019
Hugel feat. Amber Van Day,WTF,Warner Music International,33,18.01.2019,24.01.2019
"David Guetta, Bebe Rexha & J Balvin",Say My Name,Parlophone Label Group,34,18.01.2019,24.01.2019
XXXTentacion x Lil Pump feat. Maluma & Swae Lee,Arms Around You,Warner Music International,35,18.01.2019,24.01.2019
Capital Bra feat. Xatar x SAMY,Ich liebe es,SME - Bushido,36,18.01.2019,24.01.2019
Calvin Harris & Sam Smith,Promises,SME - Columbia,37,18.01.2019,24.01.2019
Capital Bra,Feuer,SME - Bushido,38,18.01.2019,24.01.2019
Loud Luxury feat. Brando,Body,Kontor Records,39,18.01.2019,24.01.2019
Loredana,Milliondollar$mile,Loredana,40,18.01.2019,24.01.2019
Post Malone & Swae Lee,Sunflower,Universal,41,18.01.2019,24.01.2019
Luciano [DE],Meer,Universal Domestic Urban,42,18.01.2019,24.01.2019
Mark Forster,Einmal,SME - Four Music,43,18.01.2019,24.01.2019
Sam Smith & Normani,Dancing With A Stranger,Capitol,44,18.01.2019,24.01.2019
RIN,Dior 2001,Division,45,18.01.2019,24.01.2019
Lost Frequencies feat. The NGHBRS,Like I Love You,Kontor Records,46,18.01.2019,24.01.2019
"Benny Blanco, Halsey & Khalid",Eastside,Universal,47,18.01.2019,24.01.2019
Imagine Dragons,Natural,Interscope,48,18.01.2019,24.01.2019
Gesaffelstein & The Weeknd,Lost In The Fire,SME - Columbia,49,18.01.2019,24.01.2019
Lukas Graham,Love Someone,Universal Domestic Island,50,18.01.2019,24.01.2019
Dardan,Facetime,Hypnotize Entertainment,51,18.01.2019,24.01.2019
Lena,Thank You,Universal Domestic Polydor,52,18.01.2019,24.01.2019
Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,53,18.01.2019,24.01.2019
Ellie Goulding x Diplo feat. Swae Lee,Close To Me,Polydor,54,18.01.2019,24.01.2019
RAF Camora & AriBeatz feat. Sofiane,Perfekt,SME - Andere Liga,55,18.01.2019,24.01.2019
Nura x Remoe,SOS,Jinx Music,56,18.01.2019,24.01.2019
Capital Bra feat. Juju,Melodien,SME - Bushido,57,18.01.2019,24.01.2019
Kodak Black feat. Travis Scott & Offset,Zeze,Atlantic,58,18.01.2019,24.01.2019
Luciano [DE],Hayate,Universal Domestic Urban,59,18.01.2019,24.01.2019
Veysel feat. Gzuz,UFF,Bela Boyz,60,18.01.2019,24.01.2019
LEA x Cyril,Immer wenn wir uns sehn,SME - Four Music,61,18.01.2019,24.01.2019
Leon Machère,Copacabana,PMR Music,62,18.01.2019,24.01.2019
Armin van Buuren,Blah Blah Blah,Kontor Records,63,18.01.2019,24.01.2019
Ed Sheeran,Perfect,Atlantic,64,18.01.2019,24.01.2019
Maroon 5 feat. Cardi B,Girls Like You,Interscope,65,18.01.2019,24.01.2019
Clean Bandit feat. Demi Lovato,Solo,Atlantic,66,18.01.2019,24.01.2019
El Profesor,Bella ciao (Hugel Remix),Kontor Records,67,18.01.2019,24.01.2019
Summer Cem & Bausa,Casanova,Banger Musik,68,18.01.2019,24.01.2019
Bad Bunny feat. Drake,Mia,OVO Sound,69,18.01.2019,24.01.2019
Capital Bra,Allein,SME - Bushido,70,18.01.2019,24.01.2019
Zara Larsson,Ruin My Life,SME - Epic,71,18.01.2019,24.01.2019
C Arma,Yapma,C Arma,72,18.01.2019,24.01.2019
Travis Scott,Sicko Mode,SME - Epic,73,18.01.2019,24.01.2019
Calvin Harris & Dua Lipa,One Kiss,SME - Columbia,74,18.01.2019,24.01.2019
Loredana x Mozzik,Bonnie & Clyde,Loredana,75,18.01.2019,24.01.2019
Kygo feat. Sandro Cavazza,Happy Now,B1 Recordings,76,18.01.2019,24.01.2019
Imagine Dragons,Bad Liar,Interscope,77,18.01.2019,24.01.2019
Capital Bra feat. Ufo361,Neymar,SME - Team Kuku,78,18.01.2019,24.01.2019
Jonas Blue feat. Jack & Jack,Rise,Virgin Records,79,18.01.2019,24.01.2019
King Khalil feat. Lil Lano,Para illegal,SME - Team Kuku,80,18.01.2019,24.01.2019
Josh.,Cordula Grün,Warner Music Germany,81,18.01.2019,24.01.2019
Dua Lipa & Blackpink,Kiss And Make Up,Universal Domestic Urban,82,18.01.2019,24.01.2019
Alligatoah,Nicht wecken (Heute),Trailerpark,83,18.01.2019,24.01.2019
Post Malone,Better Now,Universal,84,18.01.2019,24.01.2019
FiNCH ASOZiAL,Abfahrt,Warner Music Germany,85,18.01.2019,24.01.2019
Dennis Lloyd,Nevermind,Warner Music International,86,18.01.2019,24.01.2019
Billie Eilish,When The Party's Over,Universal,87,18.01.2019,24.01.2019
George Ezra,Shotgun,SME - Columbia,88,18.01.2019,24.01.2019
Bausa,Was du Liebe nennst,Warner Music Germany,89,18.01.2019,24.01.2019
Luciano feat. Nimo,Valentino Camouflage,Universal Domestic Urban,90,18.01.2019,24.01.2019
Khalid,Saturday Nights,SME - RCA International,91,18.01.2019,24.01.2019
Queen,Bohemian Rhapsody,Island,92,18.01.2019,24.01.2019
Namika feat. Black M,Je ne parle pas français (Beatgees Remix),SME - Jive Germany,93,18.01.2019,24.01.2019
Aya Nakamura feat. Loredana,Djadja (Remix),Rec. 118,94,18.01.2019,24.01.2019
"Cardi B, Bad Bunny & J Balvin",I Like It,Atlantic,95,18.01.2019,24.01.2019
Gallo Nero,471,SME - Andere Liga,96,18.01.2019,24.01.2019
Noah [DE],200km/h,,97,18.01.2019,24.01.2019
Capital Bra feat. Luciano & Eno,Roli Glitzer Glitzer,SME - Team Kuku,98,18.01.2019,24.01.2019
Olexesh feat. Edin,Magisch,385ideal,99,18.01.2019,24.01.2019
Eno,Mercedes,Alles Oder Nix Records,100,18.01.2019,24.01.2019
Mero,Hobby Hobby,Groove Attack,1,25.01.2019,31.01.2019
Ava Max,Sweet But Psycho,Atlantic,2,25.01.2019,31.01.2019
Shindy,DODI,SME - Friends With Money,3,25.01.2019,31.01.2019
Ariana Grande,7 Rings,Universal,4,25.01.2019,31.01.2019
Capital Bra,Benzema,Universal Domestic Urban,5,25.01.2019,31.01.2019
Kontra K,Warnung,BMG,6,25.01.2019,31.01.2019
Azet & Zuna,Wenn die Sonne untergeht,KMN Gang,7,25.01.2019,31.01.2019
Mero,Baller los,Groove Attack,8,25.01.2019,31.01.2019
Fero47,Jaja,SME - Epic Domestic,9,25.01.2019,31.01.2019
Panic! At The Disco,High Hopes,Atlantic,10,25.01.2019,31.01.2019
Sido,Tausend Tattoos,Universal Domestic Urban,11,25.01.2019,31.01.2019
Halsey,Without Me,Capitol,12,25.01.2019,31.01.2019
Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,13,25.01.2019,31.01.2019
"LX & Maxwell feat. Bonez MC, Gzuz & Sa4",HaifischNikez Allstars,187 Strassenbande,14,25.01.2019,31.01.2019
Farid Bang,#niemalsantäuschen,Banger Musik,15,25.01.2019,31.01.2019
Alle Farben & Ilira,Fading,B1 Recordings,16,25.01.2019,31.01.2019
Dean Lewis,Be Alright,Universal,17,25.01.2019,31.01.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,18,25.01.2019,31.01.2019
"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,19,25.01.2019,31.01.2019
Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,20,25.01.2019,31.01.2019
Azet & Zuna,Lelele,KMN Gang,21,25.01.2019,31.01.2019
Nimo & Capo,Shem Shem & Sex,Universal Domestic Urban,22,25.01.2019,31.01.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,23,25.01.2019,31.01.2019
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,24,25.01.2019,31.01.2019
Post Malone,Wow.,Republic Records,25,25.01.2019,31.01.2019
Kool Savas feat. Nessi,Deine Mutter,SME - Essah Entertainment ,26,25.01.2019,31.01.2019
Hugel feat. Amber Van Day,WTF,Warner Music International,27,25.01.2019,31.01.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,28,25.01.2019,31.01.2019
"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,29,25.01.2019,31.01.2019
Rita Ora,Let You Love Me,Atlantic,30,25.01.2019,31.01.2019
Capo feat. Nimo,Lambo Diablo GT,Warner Music Germany,31,25.01.2019,31.01.2019
Samra,Cataleya,SME - Bushido,32,25.01.2019,31.01.2019
Kontra K,Farben,BMG,33,25.01.2019,31.01.2019
Marshmello & Bastille,Happier,Universal,34,25.01.2019,31.01.2019
Nimo & Capo,Zoey,Universal Domestic Urban,35,25.01.2019,31.01.2019
Ariana Grande,"Thank U, Next",Universal,36,25.01.2019,31.01.2019
"David Guetta, Bebe Rexha & J Balvin",Say My Name,Parlophone Label Group,37,25.01.2019,31.01.2019
Capital Bra feat. Xatar x SAMY,Ich liebe es,SME - Bushido,38,25.01.2019,31.01.2019
XXXTentacion x Lil Pump feat. Maluma & Swae Lee,Arms Around You,Warner Music International,39,25.01.2019,31.01.2019
Post Malone & Swae Lee,Sunflower,Universal,40,25.01.2019,31.01.2019
Loud Luxury feat. Brando,Body,Kontor Records,41,25.01.2019,31.01.2019
Capital Bra,Feuer,SME - Bushido,42,25.01.2019,31.01.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,43,25.01.2019,31.01.2019
Calvin Harris & Sam Smith,Promises,SME - Columbia,44,25.01.2019,31.01.2019
Lost Frequencies feat. The NGHBRS,Like I Love You,Kontor Records,45,25.01.2019,31.01.2019
RIN,Dior 2001,Division,46,25.01.2019,31.01.2019
"Benny Blanco, Halsey & Khalid",Eastside,Universal,47,25.01.2019,31.01.2019
Sam Smith & Normani,Dancing With A Stranger,Capitol,48,25.01.2019,31.01.2019
Luciano [DE],Meer,Universal Domestic Urban,49,25.01.2019,31.01.2019
Nash & Azet,"Crack, Koks, Piece Unternehmen",KMN Gang,50,25.01.2019,31.01.2019
Lena,Thank You,Universal Domestic Polydor,51,25.01.2019,31.01.2019
C Arma,Yapma,C Arma,52,25.01.2019,31.01.2019
Gesaffelstein & The Weeknd,Lost In The Fire,SME - Columbia,53,25.01.2019,31.01.2019
Loredana,Milliondollar$mile,Loredana,54,25.01.2019,31.01.2019
Imagine Dragons,Natural,Interscope,55,25.01.2019,31.01.2019
Ellie Goulding x Diplo feat. Swae Lee,Close To Me,Polydor,56,25.01.2019,31.01.2019
Mark Forster,Einmal,SME - Four Music,57,25.01.2019,31.01.2019
Lukas Graham,Love Someone,Universal Domestic Island,58,25.01.2019,31.01.2019
RAF Camora & AriBeatz feat. Sofiane,Perfekt,SME - Andere Liga,59,25.01.2019,31.01.2019
Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,60,25.01.2019,31.01.2019
Capital Bra feat. Juju,Melodien,SME - Bushido,61,25.01.2019,31.01.2019
Dardan,Facetime,Hypnotize Entertainment,62,25.01.2019,31.01.2019
FiNCH ASOZiAL,Abfahrt,Warner Music Germany,63,25.01.2019,31.01.2019
Veysel feat. Gzuz,UFF,Bela Boyz,64,25.01.2019,31.01.2019
Kodak Black feat. Travis Scott & Offset,Zeze,Atlantic,65,25.01.2019,31.01.2019
Zara Larsson,Ruin My Life,SME - Epic,66,25.01.2019,31.01.2019
Bad Bunny feat. Drake,Mia,OVO Sound,67,25.01.2019,31.01.2019
Leon Machère,Copacabana,PMR Music,68,25.01.2019,31.01.2019
Armin van Buuren,Blah Blah Blah,Kontor Records,69,25.01.2019,31.01.2019
Capital Bra,Allein,SME - Bushido,70,25.01.2019,31.01.2019
Gent feat. Kurdo,100 K,Alpha Empire,71,25.01.2019,31.01.2019
Maroon 5 feat. Cardi B,Girls Like You,Interscope,72,25.01.2019,31.01.2019
Summer Cem & Bausa,Casanova,Banger Musik,73,25.01.2019,31.01.2019
Clean Bandit feat. Demi Lovato,Solo,Atlantic,74,25.01.2019,31.01.2019
Kygo feat. Sandro Cavazza,Happy Now,B1 Recordings,75,25.01.2019,31.01.2019
LEA x Cyril,Immer wenn wir uns sehn,SME - Four Music,76,25.01.2019,31.01.2019
Travis Scott,Sicko Mode,SME - Epic,77,25.01.2019,31.01.2019
El Profesor,Bella ciao (Hugel Remix),Kontor Records,78,25.01.2019,31.01.2019
Ed Sheeran,Perfect,Atlantic,79,25.01.2019,31.01.2019
Eno,Mercedes,Alles Oder Nix Records,80,25.01.2019,31.01.2019
Jazn & Azzi Memo,Patron,SME - RCA Domestic,81,25.01.2019,31.01.2019
Capital Bra feat. Ufo361,Neymar,SME - Team Kuku,82,25.01.2019,31.01.2019
Dermot Kennedy,Power Over Me,Interscope,83,25.01.2019,31.01.2019
Jonas Blue feat. Jack & Jack,Rise,Virgin Records,84,25.01.2019,31.01.2019
Imagine Dragons,Bad Liar,Interscope,85,25.01.2019,31.01.2019
Loredana x Mozzik,Bonnie & Clyde,Loredana,86,25.01.2019,31.01.2019
Calvin Harris & Dua Lipa,One Kiss,SME - Columbia,87,25.01.2019,31.01.2019
Post Malone,Better Now,Republic Records,88,25.01.2019,31.01.2019
Billie Eilish,When The Party's Over,Universal,89,25.01.2019,31.01.2019
Dua Lipa & Blackpink,Kiss And Make Up,Universal Domestic Urban,90,25.01.2019,31.01.2019
Kianush,Rückkehr,Life Is Pain,91,25.01.2019,31.01.2019
SDP,Unikat,Berliner Plattenbau,92,25.01.2019,31.01.2019
Dennis Lloyd,Nevermind,Warner Music International,93,25.01.2019,31.01.2019
Aya Nakamura feat. Loredana,Djadja (Remix),Rec. 118,94,25.01.2019,31.01.2019
Luciano [DE],Hayate,Universal Domestic Urban,95,25.01.2019,31.01.2019
Bausa,Was du Liebe nennst,Warner Music Germany,96,25.01.2019,31.01.2019
Khalid,Saturday Nights,SME - RCA International,97,25.01.2019,31.01.2019
Josh.,Cordula Grün,Warner Music Germany,98,25.01.2019,31.01.2019
Queen,Bohemian Rhapsody,Island,99,25.01.2019,31.01.2019
A Boogie Wit Da Hoodie,Look Back At It,Atlantic,100,25.01.2019,31.01.2019
Capital Bra,Prinzessa,Universal Domestic Urban,1,01.02.2019,07.02.2019
Mero,Hobby Hobby,Groove Attack,2,01.02.2019,07.02.2019
Ava Max,Sweet But Psycho,Atlantic,3,01.02.2019,07.02.2019
Ariana Grande,7 Rings,Universal,4,01.02.2019,07.02.2019
Shirin David,Orbit,Shirin David Music,5,01.02.2019,07.02.2019
Capital Bra,Benzema,Universal Domestic Urban,6,01.02.2019,07.02.2019
Shindy,DODI,SME - Friends With Money,7,01.02.2019,07.02.2019
Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,8,01.02.2019,07.02.2019
Panic! At The Disco,High Hopes,Atlantic,9,01.02.2019,07.02.2019
Sido,Tausend Tattoos,Universal Domestic Urban,10,01.02.2019,07.02.2019
Halsey,Without Me,Capitol,11,01.02.2019,07.02.2019
Mero,Baller los,Groove Attack,12,01.02.2019,07.02.2019
Fero47,Jaja,SME - Epic Domestic,13,01.02.2019,07.02.2019
Azet & Zuna,Wenn die Sonne untergeht,KMN Gang,14,01.02.2019,07.02.2019
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,15,01.02.2019,07.02.2019
Gringo x Bonez MC,Dschinni,SME - SLS Music,16,01.02.2019,07.02.2019
Kontra K,Warnung,BMG,17,01.02.2019,07.02.2019
Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,18,01.02.2019,07.02.2019
Alle Farben & Ilira,Fading,B1 Recordings,19,01.02.2019,07.02.2019
"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,20,01.02.2019,07.02.2019
"LX & Maxwell feat. Bonez MC, Gzuz & Sa4",HaifischNikez Allstars,187 Strassenbande,21,01.02.2019,07.02.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,22,01.02.2019,07.02.2019
Nimo & Capo,Roadrunner,Universal Domestic Urban,23,01.02.2019,07.02.2019
Post Malone,Wow.,Republic Records,24,01.02.2019,07.02.2019
Dean Lewis,Be Alright,Universal,25,01.02.2019,07.02.2019
Farid Bang,#niemalsantäuschen,Banger Musik,26,01.02.2019,07.02.2019
Hugel feat. Amber Van Day,WTF,Warner Music International,27,01.02.2019,07.02.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,28,01.02.2019,07.02.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,29,01.02.2019,07.02.2019
Nimo & Capo,Shem Shem & Sex,Universal Domestic Urban,30,01.02.2019,07.02.2019
Rita Ora,Let You Love Me,Atlantic,31,01.02.2019,07.02.2019
Samra,Cataleya,SME - Bushido,32,01.02.2019,07.02.2019
Azet & Zuna,Lelele,KMN Gang,33,01.02.2019,07.02.2019
"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",Taki Taki,Geffen Records,34,01.02.2019,07.02.2019
Kool Savas feat. Nessi,Deine Mutter,SME - Essah Entertainment ,35,01.02.2019,07.02.2019
Capital Bra feat. Xatar x SAMY,Ich liebe es,SME - Bushido,36,01.02.2019,07.02.2019
C Arma,Yapma,C Arma,37,01.02.2019,07.02.2019
Capo feat. Nimo,Lambo Diablo GT,Warner Music Germany,38,01.02.2019,07.02.2019
"David Guetta, Bebe Rexha & J Balvin",Say My Name,Parlophone Label Group,39,01.02.2019,07.02.2019
Kontra K,Farben,BMG,40,01.02.2019,07.02.2019
Nimo & Capo,Zoey,Universal Domestic Urban,41,01.02.2019,07.02.2019
Lena,Thank You,Universal Domestic Polydor,42,01.02.2019,07.02.2019
Ariana Grande,"Thank U, Next",Republic Records,43,01.02.2019,07.02.2019
Sam Smith & Normani,Dancing With A Stranger,Capitol,44,01.02.2019,07.02.2019
Post Malone & Swae Lee,Sunflower,Universal,45,01.02.2019,07.02.2019
Marshmello & Bastille,Happier,Universal,46,01.02.2019,07.02.2019
Eno,Mercedes,Alles Oder Nix Records,47,01.02.2019,07.02.2019
XXXTentacion x Lil Pump feat. Maluma & Swae Lee,Arms Around You,Warner Music International,48,01.02.2019,07.02.2019
Josh.,Cordula Grün,Warner Music Germany,49,01.02.2019,07.02.2019
Capital Bra,Feuer,SME - Bushido,50,01.02.2019,07.02.2019
Loud Luxury feat. Brando,Body,Kontor Records,51,01.02.2019,07.02.2019
Lost Frequencies feat. The NGHBRS,Like I Love You,Kontor Records,52,01.02.2019,07.02.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,53,01.02.2019,07.02.2019
RIN,Dior 2001,Division,54,01.02.2019,07.02.2019
Calvin Harris & Sam Smith,Promises,SME - Columbia,55,01.02.2019,07.02.2019
Luciano [DE],Meer,Universal Domestic Urban,56,01.02.2019,07.02.2019
Capital Bra feat. Juju,Melodien,SME - Bushido,57,01.02.2019,07.02.2019
"Benny Blanco, Halsey & Khalid",Eastside,Universal,58,01.02.2019,07.02.2019
Dermot Kennedy,Power Over Me,Interscope,59,01.02.2019,07.02.2019
Imagine Dragons,Natural,Interscope,60,01.02.2019,07.02.2019
Ellie Goulding x Diplo feat. Swae Lee,Close To Me,Polydor,61,01.02.2019,07.02.2019
Loredana,Milliondollar$mile,Loredana,62,01.02.2019,07.02.2019
Lukas Graham,Love Someone,Universal Domestic Island,63,01.02.2019,07.02.2019
RAF Camora & AriBeatz feat. Sofiane,Perfekt,SME - Andere Liga,64,01.02.2019,07.02.2019
Mark Forster,Einmal,SME - Four Music,65,01.02.2019,07.02.2019
Dardan,Facetime,Hypnotize Entertainment,66,01.02.2019,07.02.2019
Gesaffelstein & The Weeknd,Lost In The Fire,SME - Columbia,67,01.02.2019,07.02.2019
Bonez MC & RAF Camora feat. Gzuz,Kokain,Universal Domestic Vertigo,68,01.02.2019,07.02.2019
Lauv & Troye Sivan,I'm So Tired...,Lauv,69,01.02.2019,07.02.2019
J. Cole,Middle Child,"Dreamville, Inc.",70,01.02.2019,07.02.2019
Capital Bra,Allein,SME - Bushido,71,01.02.2019,07.02.2019
Nash & Azet,"Crack, Koks, Piece Unternehmen",KMN Gang,72,01.02.2019,07.02.2019
Leon Machère,Copacabana,PMR Music,73,01.02.2019,07.02.2019
Kygo feat. Sandro Cavazza,Happy Now,B1 Recordings,74,01.02.2019,07.02.2019
Veysel feat. Gzuz,UFF,Bela Boyz,75,01.02.2019,07.02.2019
Zara Larsson,Ruin My Life,SME - Epic,76,01.02.2019,07.02.2019
Capital Bra feat. Ufo361,Neymar,SME - Team Kuku,77,01.02.2019,07.02.2019
Armin van Buuren,Blah Blah Blah,Kontor Records,78,01.02.2019,07.02.2019
Bad Bunny feat. Drake,Mia,OVO Sound,79,01.02.2019,07.02.2019
Noah & Capital Bra,Quapo,SQP,80,01.02.2019,07.02.2019
Maroon 5 feat. Cardi B,Girls Like You,Interscope,81,01.02.2019,07.02.2019
Ed Sheeran,Perfect,Atlantic,82,01.02.2019,07.02.2019
Imagine Dragons,Bad Liar,Interscope,83,01.02.2019,07.02.2019
Kodak Black feat. Travis Scott & Offset,Zeze,Atlantic,84,01.02.2019,07.02.2019
El Profesor,Bella ciao (Hugel Remix),Kontor Records,85,01.02.2019,07.02.2019
Travis Scott,Sicko Mode,SME - Epic,86,01.02.2019,07.02.2019
LEA x Cyril,Immer wenn wir uns sehn,SME - Four Music,87,01.02.2019,07.02.2019
Summer Cem & Bausa,Casanova,Banger Musik,88,01.02.2019,07.02.2019
Clean Bandit feat. Demi Lovato,Solo,Atlantic,89,01.02.2019,07.02.2019
A Boogie Wit Da Hoodie,Look Back At It,Atlantic,90,01.02.2019,07.02.2019
Capital Bra,One Night Stand,SME - Team Kuku,91,01.02.2019,07.02.2019
FiNCH ASOZiAL,Abfahrt,Warner Music Germany,92,01.02.2019,07.02.2019
Billie Eilish,When The Party's Over,Universal,93,01.02.2019,07.02.2019
Jonas Blue feat. Jack & Jack,Rise,Virgin Records,94,01.02.2019,07.02.2019
Calvin Harris & Dua Lipa,One Kiss,SME - Columbia,95,01.02.2019,07.02.2019
"NOTD, Felix Jaehn & Captain Cuts feat. Georgia Ku",So Close,Virgin Records,96,01.02.2019,07.02.2019
Post Malone,Better Now,Republic Records,97,01.02.2019,07.02.2019
Loredana x Mozzik,Bonnie & Clyde,Loredana,98,01.02.2019,07.02.2019
Dua Lipa,Swan Song,Universal Domestic Urban,99,01.02.2019,07.02.2019
Dendemann feat. Casper,Alle Jubilare wieder,Universal Domestic Vertigo,100,01.02.2019,07.02.2019
Capital Bra,Prinzessa,Universal Domestic Urban,1,08.02.2019,14.02.2019
Loredana x Mozzik,Romeo & Juliet,Loredana,2,08.02.2019,14.02.2019
Ava Max,Sweet But Psycho,Atlantic,3,08.02.2019,14.02.2019
Mero,Hobby Hobby,Groove Attack,4,08.02.2019,14.02.2019
Ariana Grande,7 Rings,Universal,5,08.02.2019,14.02.2019
Capital Bra,Benzema,Universal Domestic Urban,6,08.02.2019,14.02.2019
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,7,08.02.2019,14.02.2019
Robin Schulz feat. Erika Sirola,Speechless,Warner Music Germany,8,08.02.2019,14.02.2019
Shindy,DODI,SME - Friends With Money,9,08.02.2019,14.02.2019
Panic! At The Disco,High Hopes,Atlantic,10,08.02.2019,14.02.2019
Halsey,Without Me,Capitol,11,08.02.2019,14.02.2019
Sido,Tausend Tattoos,Universal Domestic Urban,12,08.02.2019,14.02.2019
Fero47,Jaja,SME - Epic Domestic,13,08.02.2019,14.02.2019
Billie Eilish,Bury A Friend,Darkroom,14,08.02.2019,14.02.2019
Mero,Baller los,Groove Attack,15,08.02.2019,14.02.2019
Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,SME - Columbia,16,08.02.2019,14.02.2019
Alle Farben & Ilira,Fading,B1 Recordings,17,08.02.2019,14.02.2019
Post Malone,Wow.,Republic Records,18,08.02.2019,14.02.2019
Azet & Zuna,Wenn die Sonne untergeht,KMN Gang,19,08.02.2019,14.02.2019
Kontra K,Warnung,BMG,20,08.02.2019,14.02.2019
Hugel feat. Amber Van Day,WTF,Warner Music International,21,08.02.2019,14.02.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,22,08.02.2019,14.02.2019
Dean Lewis,Be Alright,Universal,23,08.02.2019,14.02.2019
"KitschKrieg feat. Trettmann, Gringo, Ufo361 & Gzuz",Standard,SoulForce Records,24,08.02.2019,14.02.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,25,08.02.2019,14.02.2019
Marshmello & Bastille,Happier,Universal,26,08.02.2019,14.02.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,27,08.02.2019,14.02.2019
